Personality Name,Profession,Source,Link to Individual Personality Sheet,Posts,Instagram Followers,Total Posts Created,Total Posts Published,Engagement Status
Bhavish Aggarwal,Entrepreneur,https://en.wikipedia.org/wiki/Bhavish_Aggarwal,,,,,,
Qais Al Khonji,Entrepreneur,https://en.wikipedia.org/wiki/Qais_Al_Khonji,,,,,,
Folorunso Alakija,Entrepreneur,https://en.wikipedia.org/wiki/Folorunso_Alakija,,,,,,
Rod Aldridge,Entrepreneur,https://en.wikipedia.org/wiki/Rod_Aldridge,,,,,,
Pierre Andurand,Entrepreneur,https://en.wikipedia.org/wiki/Pierre_Andurand,,,,,,
Eike Batista,Entrepreneur,https://en.wikipedia.org/wiki/Eike_Batista,,,,,,
Steve Baxter,Entrepreneur,https://en.wikipedia.org/wiki/Steve_Baxter_(entrepreneur),,,,,,
David Benaron,Entrepreneur,https://en.wikipedia.org/wiki/David_Benaron,,,,,,
Jeff Bezos,Entrepreneur,https://en.wikipedia.org/wiki/Jeff_Bezos,,,,,,
Joe Blackman,Entrepreneur,https://en.wikipedia.org/wiki/Joe_Blackman,,,,,,
Ryan Blair,Entrepreneur,https://en.wikipedia.org/wiki/Ryan_Blair,,,,,,
Sara Blakely,Entrepreneur,https://en.wikipedia.org/wiki/Sara_Blakely,,,,,,
Hernán Botbol,Entrepreneur,https://en.wikipedia.org/wiki/Hern%C3%A1n_Botbol,,,,,,
Sergey Brin,Entrepreneur,https://en.wikipedia.org/wiki/Sergey_Brin,,,,,,
Tory Burch,Entrepreneur,https://en.wikipedia.org/wiki/Tory_Burch,,,,,,
Sean Combs,Entrepreneur,https://en.wikipedia.org/wiki/Sean_Combs,,,,,,
Nancy Cruickshank,Entrepreneur,https://en.wikipedia.org/wiki/Nancy_Cruickshank,,,,,,
Mark Cuban,Entrepreneur,https://en.wikipedia.org/wiki/Mark_Cuban,,,,,,
Nick D'Aloisio,Entrepreneur,https://en.wikipedia.org/wiki/Nick_D%27Aloisio,,,,,,
Aliko Dangote,Entrepreneur,https://en.wikipedia.org/wiki/Aliko_Dangote,,,,,,
Jack Dorsey,Entrepreneur,https://en.wikipedia.org/wiki/Jack_Dorsey,,,,,,
Shawn Fanning,Entrepreneur,https://en.wikipedia.org/wiki/Shawn_Fanning,,,,,,
Jon Fisher,Entrepreneur,https://en.wikipedia.org/wiki/Jon_Fisher,,,,,,
Vishal Gondal,Entrepreneur,https://en.wikipedia.org/wiki/Vishal_Gondal,,,,,,
Reid Hoffman,Entrepreneur,https://en.wikipedia.org/wiki/Reid_Hoffman,,,,,,
Drew Houston,Entrepreneur,https://en.wikipedia.org/wiki/Drew_Houston,,,,,,
,,,,,,,,
Steve Huffman,Entrepreneur,https://en.wikipedia.org/wiki/Steve_Huffman,,,,,,
Jessica Huie,Entrepreneur,https://en.wikipedia.org/wiki/Jessica_Huie,,,,,,
Mohammed Ibrahim,Entrepreneur,https://en.wikipedia.org/wiki/Mohammed_Ibrahim_(businessman),,,,,,
Daymond John,Entrepreneur,https://en.wikipedia.org/wiki/Daymond_John,,,,,,
Elle Kaplan,Entrepreneur,https://en.wikipedia.org/wiki/Elle_Kaplan,,,,,,
Frank Chadwick,Game Designer,https://en.wikipedia.org/wiki/Frank_Chadwick,https://drive.google.com/drive/folders/1-kJHMNmCqbN8Ht4V2pnsQBvfNngwO4FZ?usp=drive_link,,,,,
Troy Christensen,Game Designer,https://en.wikipedia.org/wiki/Troy_Christensen,https://drive.google.com/drive/folders/1JyYqh6j2gyx6xiDq_U8La7Cszie3Lca_?usp=drive_link,,,,,
Monte Cook,Game Designer,https://en.wikipedia.org/wiki/Monte_Cook,https://drive.google.com/drive/folders/16NM7TSiIDp6lSvF31bnfWIj9ILMwfAGK?usp=drive_link,,,,,
Jim Dunnigan,Game Designer,https://en.wikipedia.org/wiki/Jim_Dunnigan,https://drive.google.com/drive/folders/1vz8aKn_30HPRD0lCXT7FG66qCmoV166A?usp=drive_link,,,,,
James Ernest,Game Designer,https://en.wikipedia.org/wiki/James_Ernest,https://drive.google.com/drive/folders/1rGrZmlrxyHhXuyt28vsEFPgh4jCIRb9Q?usp=drive_link,,,,,
Richard Garfield,Game Designer,https://en.wikipedia.org/wiki/Richard_Garfield,https://drive.google.com/drive/folders/1Edjs5CjVfSJnQ0wKEYuNnuX6vipImhD5?usp=drive_link,,,,,
Ed Greenwood,Game Designer,https://en.wikipedia.org/wiki/Ed_Greenwood,https://drive.google.com/drive/folders/11KWBNvARvk_un7PDZS_EK05Mc3PHTFX1?usp=drive_link,,,,,
Larry Harris,Game Designer,https://en.wikipedia.org/wiki/Larry_Harris_(game_designer),https://drive.google.com/drive/folders/1t7r2dHfxMFaTDBoFuN0KWwz6uu8AjrlR?usp=drive_link,,,,,
Jeff Kinney,Game Designer,https://en.wikipedia.org/wiki/Jeff_Kinney_(author),,,,,,
Andrew Looney,Game Designer,https://en.wikipedia.org/wiki/Andrew_Looney,https://drive.google.com/drive/folders/11PH7mHKgluK8VDLMlA8K8mmZIuDc-OdM?usp=sharing,,,,,
Marc Miller,Game Designer,https://en.wikipedia.org/wiki/Marc_W._Miller,,,,,,
Mark Rein-Hagen,Game Designer,https://en.wikipedia.org/wiki/Mark_Rein-Hagen,,,,,,
Mike Selinker,Game Designer,https://en.wikipedia.org/wiki/Mike_Selinker,https://drive.google.com/drive/folders/1fnkl-TeCLU00BPDDbmGXarvrWfByYh0W?usp=drive_link,,,,,
C.A. Suleiman,Game Designer,https://en.wikipedia.org/wiki/C.A._Suleiman,https://drive.google.com/drive/folders/1K7k0j2zQ20e5AokneQ_RFOP5Ry-I7jfV?usp=drive_link,,,,,
Michael J. Varhola,Game Designer,https://en.wikipedia.org/wiki/Michael_J._Varhola,,,,,,
Mark H. Walker,Game Designer,https://en.wikipedia.org/wiki/Mark_H._Walker,,,,,,
Jordan Weisman,Game Designer,https://en.wikipedia.org/wiki/Jordan_Weisman,,,,,,
Tom Wham,Game Designer,https://en.wikipedia.org/wiki/Tom_Wham,,,,,,
Skip Williams,Game Designer,https://en.wikipedia.org/wiki/Skip_Williams,,,,,,
Kris Burm,Game Designer,https://en.wikipedia.org/wiki/Kris_Burm,,,,,,
Beyoncé Knowles-Carter,Singer,,https://drive.google.com/drive/folders/1K59LnrIw22B6o4AfX-Oh8msL_PNwAj82?usp=drive_link,https://drive.google.com/drive/folders/1XZ04maC9B9cWCnoZtxxkgG84RxKEWOJv?usp=drive_link,318M,,,
